facility_id,year,facility_name,facility_city,province,latitude,longitude,naics_code_6digit,naics_code_3digit,company_legal_name,company_trade_name,total_emissions_co2e,intensity_co2e_per_m_gdp,baseline_intensity_2015,carbon_price_nominal,carbon_price_real_2015,delta_price_real_2015,exposure_price_it,first_year,last_year,years_active,obs_count,is_continuous,is_entrant,is_exiter,province_code,green_patent_count,unique_patents,green_patent_stock,green_domains,green_patent_intensity,green_patents_per_tco2e
G10004,2008,NPIF Kingston CoGen Corp.,BATH,Ontario,,,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,205611.405,1066.1228714641552,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,17.316666666666666,40.0,96.32536774798828,"Renewable: Wind power, Renewable: Hydropower machines, Grid: Power supply/distribution",0.00046848261042712236,8.422036057127603e-05
G10004,2009,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,274573.455,773.7173310266728,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,16.75952380952381,39.0,98.63608639531384,"Renewable: Hydropower machines, Grid: Power supply/distribution, Power: Conversion for renewables/storage",0.00035923387566840295,6.103839793808112e-05
G10004,2010,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,336720.9364,974.7161973331296,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,26.816666666666663,60.0,110.65734010268342,"Renewable: Hydropower machines, Renewable: Wind power, Grid: Power supply/distribution",0.00032863219402321496,7.964062749816784e-05
G10004,2011,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,338279.2362,658.707570595071,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,33.266666666666666,72.0,127.32540575394756,"Power: Conversion for renewables/storage, Grid: Power supply/distribution, Buildings: HVAC energy efficiency",0.00037639143089074876,9.834084716626975e-05
G10004,2012,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,319905.5975,678.4721766694826,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,36.86666666666667,79.0,145.09326155752208,"Grid: Power supply/distribution, Storage: Electrodes for batteries/fuel cells, Renewable: Hydropower machines",0.00045355024323237136,0.00011524233072122682
G10004,2013,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,331455.3938,569.2975504118118,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,23.80952380952381,57.0,147.13879613341757,"Renewable: Wind power, Grid: Power supply/distribution, Power: Conversion for renewables/storage",0.00044391733815682307,7.183326702443245e-05
G10004,2014,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,313341.4091,373.1681438686282,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,15.25,35.0,140.31797671340493,"Renewable: Wind power, Power: Conversion for renewables/storage, Grid: Power supply/distribution",0.00044781178815923357,4.866895838568564e-05
G10004,2015,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,318752.4401,353.9796366985973,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,22.642857142857142,54.0,141.91313734925134,"Power: Conversion for renewables/storage, Renewable: Wind power, Renewable: Hydropower machines",0.0004452142775902513,7.103587077091411e-05
G10004,2016,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,299408.7801,308.0230893431169,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,16.45,38.0,137.07616674686363,"Renewable: Wind power, Grid: Power supply/distribution, Power: Conversion for renewables/storage",0.00045782280232757827,5.494160857442404e-05
G10004,2017,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Kingston Cogen Limited Partnership,Kingston CoGen,22007.08635,220.5496983583749,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,16.09285714285714,37.0,132.60759887769123,"Renewable: Hydropower machines, Grid: Power supply/distribution, Power: Conversion for renewables/storage",0.006025677219087715,0.0007312579633176721
G10004,2018,Kingston CoGen,BATH,Ontario,44.2095,-76.7246,221112,221,Northland Power Inc.,Northland Power Inc.,1195.414905,213.85988859285573,353.9796366985973,0.0,0.0,0.0,0.0,2004,2023,20,20,True,False,False,O1,19.15,45.0,131.86645904603753,"Renewable: Hydropower machines, Grid: Power supply/distribution, Renewable: Wind power",0.11031020149948484,0.016019542603912904
