coef,se,p,ci_lo,ci_hi,N,firms,outcome,sig
19.906415181774996,15.545394880344837,0.2003572029957681,-10.561998909154227,50.37482927270422,935,66,green_patent_stock,
-181.35695508221787,120.71935879571544,0.13301908763430131,-417.9625505585887,55.24864039415297,935,66,intensity_co2e_per_m_gdp,
0.05346731669996779,0.16266986479462509,0.7423929930640344,-0.2653597596674975,0.37229439306743306,935,66,ln_E,
-0.34618617484409253,0.19653181306208942,0.07815778308049273,-0.7313814502621463,0.039009100573961286,934,66,ln_I,*
0.3999236689203427,0.1601377822231428,0.012511750379453995,0.0860593831988643,0.7137879546418211,934,66,ln_Y,**
