company_id,company_name,year,province,naics_code_3digit,multi_province_dummy,total_emissions_co2e,intensity_co2e_per_m_gdp,ln_emissions,emissions_squared,high_emitter,green_patent_count,unique_patents,green_patent_intensity,has_green_patents,ln_green_patents,cfd_participant,cfd_type,exposure_cfd_it,carbon_price_real_2015,exposure_price_it,num_facilities,company_age,emissions_growth_pct,year_fe,province_fe,naics_fe,ln_emissions_2018,intensity_2018,sample_50kt_baseline,sample_any_year_50kt,sample_all_years_50kt,green_patent_stock,naics_2digit,gdp_million_statcan,intensity_statcan,gdp_ind_prov_year,emission_share,naics_3digit_statcan,gdp_3digit_prov_year,gdp_million_final,gdp_source,naics_3digit,deflator_index,source,gdp_defl_rebased,gdp_real_million_v2,intensity_real_v2
1329606 ONTARIO LIMITED,1329606 Ontario Limited,2020,Ontario,111,0,14154.9948,70.62269731215787,9.55789347412988,200363877.78802705,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,3,-5.902380547664965,2020,Ontario,111,9.724182880365897,56.93276161547089,0.0,0,0,0.0,11,145.82734588259737,97.06680673867506,8258.3,0.0176582766286762,111,5453.2,5453.2,3digit,,107.74793388429754,GDP_DEFLATOR,107.74793388429754,5061.071524448705,2.7968375336370856
1329606 ONTARIO LIMITED,1329606 Ontario Limited,2021,Ontario,111,0,13947.26559,71.10554274043585,9.54311044905389,194526217.4379981,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,4,-1.4675329304960183,2021,Ontario,111,9.724182880365897,56.93276161547089,0.0,0,0,0.0,11,139.73227374983975,99.81420337415784,8965.2,0.0155860743485744,111,6022.7,6022.7,3digit,,116.21900826446281,GDP_DEFLATOR,116.21900826446281,5182.198755555555,2.6913799041474222
1329606 ONTARIO LIMITED,1329606 Ontario Limited,2022,Ontario,111,0,14389.48543,141.16147000858854,9.574322533155389,207057290.9401823,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,5,3.1706561916843734,2022,Ontario,111,9.724182880365897,56.93276161547089,0.0,0,0,0.0,11,147.2340097009415,97.732076028002,9513.6,0.0154761614636879,111,6586.6,6586.6,3digit,,125.3099173553719,GDP_DEFLATOR,125.3099173553719,5256.247980214345,2.737596377523499
1329606 ONTARIO LIMITED,1329606 Ontario Limited,2023,Ontario,111,0,13398.7756,136.84909339861147,9.502993239530126,179527187.5791554,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,6,-6.884956622107641,2023,Ontario,111,9.724182880365897,56.93276161547089,0.0,0,0,0.0,11,141.13632325476914,94.93499115612848,9774.0,0.014439975778061,111,6780.4,6780.4,3digit,,127.27272727272727,GDP_DEFLATOR,127.27272727272727,5327.457142857143,2.5150414617533965
1808278 ONTARIO INC,1808278 Ontario Inc.,2017,Ontario,111,0,16655.67,60.0637051499764,9.720566015790192,277411343.1488999,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,0,,2017,Ontario,111,9.750455829776175,56.93276161547089,0.0,0,0,0.0,11,220.6316867363892,75.49083382524378,7291.3,0.0302595815199469,111,4582.0,4582.0,3digit,,103.30578512396696,GDP_DEFLATOR,103.30578512396696,4435.375999999999,3.7551878352590626
1808278 ONTARIO INC,1808278 Ontario Inc.,2018,Ontario,111,0,17161.05,56.93276161547089,9.750455829776175,294501637.1025,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,1,3.034282019276336,2018,Ontario,111,9.750455829776175,56.93276161547089,0.0,0,0,0.0,11,232.5522108604939,73.79439626267312,7545.5,0.0308199868611084,111,4822.2,4822.2,3digit,,105.06198347107438,GDP_DEFLATOR,105.06198347107438,4589.861946902654,3.7389033043969166
1808278 ONTARIO INC,1808278 Ontario Inc.,2019,Ontario,111,0,18580.52,69.76083837288283,9.82992281741783,345235723.47040004,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,2,8.271463575946703,2019,Ontario,111,9.750455829776175,56.93276161547089,0.0,0,0,0.0,11,208.35657859950564,89.17654592377764,7827.1,0.0266198948013319,111,5005.0,5005.0,3digit,,106.61157024793388,GDP_DEFLATOR,106.61157024793388,4694.612403100775,3.9578389874588225
1808278 ONTARIO INC,1808278 Ontario Inc.,2020,Ontario,111,0,17700.66,70.62269731215787,9.781413699475088,313313364.4356,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,3,-4.7353895369989685,2020,Ontario,111,9.750455829776175,56.93276161547089,0.0,0,0,0.0,11,182.35543740152107,97.06680673867504,8258.3,0.0220814740808061,111,5453.2,5453.2,3digit,,107.74793388429754,GDP_DEFLATOR,107.74793388429754,5061.071524448705,3.4974135248815927
1808278 ONTARIO INC,1808278 Ontario Inc.,2021,Ontario,111,0,16334.38639,71.10554274043585,9.701088977872343,266812178.73781723,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,4,-7.718772124881223,2021,Ontario,111,9.750455829776175,56.93276161547089,0.0,0,0,0.0,11,163.6479162065728,99.81420337415784,8965.2,0.0182536827071981,111,6022.7,6022.7,3digit,,116.21900826446281,GDP_DEFLATOR,116.21900826446281,5182.198755555555,3.1520185080683727
1808278 ONTARIO INC,1808278 Ontario Inc.,2022,Ontario,111,0,16914.87,141.16147000858854,9.736007513530929,286112827.1169,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,5,3.553752165158608,2022,Ontario,111,9.750455829776175,56.93276161547089,0.0,0,0,0.0,11,173.07388410692906,97.732076028002,9513.6,0.0181922599338766,111,6586.6,6586.6,3digit,,125.3099173553719,GDP_DEFLATOR,125.3099173553719,5256.247980214345,3.2180502258780845
1808278 ONTARIO INC,1808278 Ontario Inc.,2023,Ontario,111,0,16408.66,136.84909339861147,9.70562546479576,269244122.9956,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,6,-2.9926922287904056,2023,Ontario,111,9.750455829776175,56.93276161547089,0.0,0,0,0.0,11,172.84101257264132,94.9349911561285,9774.0,0.0176837540999223,111,6780.4,6780.4,3digit,,127.27272727272727,GDP_DEFLATOR,127.27272727272727,5327.457142857143,3.0800172690267673
1916354 ALBERTA LTD,1916354 Alberta Ltd.,2022,Saskatchewan,336,1,0.4284239999999999,0.0094048694163865,0.3565717386132459,0.1835471237759999,0,2.0,2.0,4.6682725524247015,1,1.0986122886681098,0,No,0,,,3,0,,2022,Saskatchewan,336,,,,0,0,2.0,33,,,,1.7611720370101844e-06,336,59.7,59.7,3digit,336.0,107.56445047489824,IPPI,125.3099173553719,55.50160832544938,0.007719127660009681
1916354 ALBERTA LTD,1916354 Alberta Ltd.,2023,Saskatchewan,336,1,0.39092,0.4392085292926637,0.3299653987065168,0.1528184464,0,0.0,0.0,4.348715849790239,1,0.9932517730102834,0,No,0,,,3,1,-8.753944690306781,2023,Saskatchewan,336,,,,0,0,1.7,33,,,,1.8287196253944733e-06,336,65.7,65.7,3digit,336.0,113.373473541384,IPPI,127.27272727272727,57.9500635799237,0.006745807956894647
1974568 ONTARIO LIMITED O/A APHRIA DIAMOND,1974568 Ontario Limited O/A Aphria Diamond,2020,Ontario,111,0,32173.06,70.62269731215787,10.37891581680834,1035105789.7636,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,0,,2020,Ontario,111,,,,0,0,0.0,11,331.45274971924107,97.06680673867504,8258.3,0.0401357119164042,111,5453.2,5453.2,3digit,,107.74793388429754,GDP_DEFLATOR,107.74793388429754,5061.071524448705,6.356966078147763
1974568 ONTARIO LIMITED O/A APHRIA DIAMOND,1974568 Ontario Limited O/A Aphria Diamond,2021,Ontario,111,0,19721.84,71.10554274043585,9.889532634014463,388950972.9856,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,1,-38.70076393106531,2021,Ontario,111,,,,0,0,0.0,11,197.585507205541,99.81420337415784,8965.2,0.0220391633433209,111,6022.7,6022.7,3digit,,116.21900826446281,GDP_DEFLATOR,116.21900826446281,5182.198755555555,3.80568961753103
1974568 ONTARIO LIMITED O/A APHRIA DIAMOND,1974568 Ontario Limited O/A Aphria Diamond,2022,Ontario,111,0,21625.79,141.16147000858854,9.981688102940929,467674793.1241,0,0.0,0.0,0.0,0,0.0,0,No,0,,,1,2,9.654018083505388,2022,Ontario,111,,,,0,0,0.0,11,221.2762777473777,97.732076028002,9513.6,0.0232589427501027,111,6586.6,6586.6,3digit,,125.3099173553719,GDP_DEFLATOR,125.3099173553719,5256.247980214345,4.114301699882531
