company_id,company_name,year,province,naics_code_3digit,multi_province_dummy,total_emissions_co2e,intensity_co2e_per_m_gdp,ln_emissions,emissions_squared,high_emitter,green_patent_stock,green_patent_count,unique_patents,green_patent_intensity,has_green_patents,ln_green_patents,cfd_participant,cfd_type,exposure_cfd_it,carbon_price_real_2015,exposure_price_it,num_facilities,company_age,emissions_growth_pct,year_fe,province_fe,naics_fe
8439117 CANADA INC / RSI ENVIRONMENTAL,8439117 Canada Inc. / Rsi Environmental,2023,Quebec,562,0,17100.846,1205.420177721397,9.746941689880597,292438933.91571605,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,52.38064926798218,32391.26735748422,1,4,31.718269945318834,2023,Quebec,562
ABIBOW CANADA INC,Abibow Canada Inc.,2009,Ontario,322,1,139590.661899,46.16221631017554,11.846476739009399,19485552889.40093,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,2,0,,2009,Ontario,322
ABIBOW CANADA INC,Abibow Canada Inc.,2010,Ontario,322,1,227297.058491,47.383959227418345,12.334017468189549,51663952798.66108,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,3,1,62.83113454642078,2010,Ontario,322
ABIBOW CANADA INC - EMPTY,Abibow Canada Inc. - Empty,2011,Quebec,322,0,78860.0,73.42658365298122,11.275442088051193,6218899600.0,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,0,,2011,Quebec,322
ABIBOWCANADA INC,Abibowcanada Inc.,2011,Ontario,322,1,266491.19,62.989130625557245,12.493100216342478,71017554347.6161,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,3,0,,2011,Ontario,322
ABITIBI CONSOLIDATED COMPANY OF CANADA,Abitibi Consolidated Company Of Canada,2004,Ontario,322,0,108235.063,113.44749589513953,11.592069889308068,11714828862.613968,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,0,,2004,Ontario,322
ABITIBI CONSOLIDATED INC,Abitibi Consolidated Inc,2004,Quebec,322,0,146968.1,116.9306804938428,11.897977639583265,21599622417.61,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,0,,2004,Quebec,322
ABITIBI CONSOLIDATED INC,Abitibi Consolidated Inc,2005,Quebec,322,0,135421.0,86.28792851016466,11.816151107797806,18338847241.0,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,1,-7.856875063364099,2005,Quebec,322
ABITIBI CONSOLIDATED INC,Abitibi Consolidated Inc,2006,Quebec,322,0,133145.0,74.34523164569637,11.799201549484032,17727591025.0,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,2,-1.680684679628719,2006,Quebec,322
ABITIBI-CONSOLIDATED COMPANY OF CANADA,Abitibi-Consolidated Company Of Canada,2004,Ontario,322,0,249886.4256,113.44749589513953,12.428765797829973,62443225699.14433,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,0,,2004,Ontario,322
ABITIBI-CONSOLIDATED COMPANY OF CANADA,Abitibi-Consolidated Company Of Canada,2005,Ontario,322,0,391094.033,83.21213923368795,12.876705860586252,152954542648.20508,1,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,2,1,56.50871473348251,2005,Ontario,322
ABITIBI-CONSOLIDATED COMPANY OF CANADA,Abitibi-Consolidated Company Of Canada,2006,Ontario,322,0,394627.3,61.13662010666101,12.885699588194667,155730705905.28998,1,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,2,0.903431579586389,2006,Ontario,322
ABITIBI-CONSOLIDATED COMPANY OF CANADA,Abitibi-Consolidated Company Of Canada,2007,Ontario,322,0,389359.0,65.4473918379451,12.872259644507336,151600430881.0,1,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,3,-1.335006473196354,2007,Ontario,322
ABITIBI-CONSOLIDATED COMPANY OF CANADA,Abitibi-Consolidated Company Of Canada,2008,Ontario,322,0,377880.0,65.6602279847419,12.842334610222323,142793294400.0,1,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,4,-2.9481789299849237,2008,Ontario,322
ABITIBI-CONSOLIDATED COMPANY OF CANADA,Abitibi-Consolidated Company Of Canada,2009,Ontario,322,0,62617.168,46.148460438470536,11.044810738623628,3920909728.340224,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,5,-83.42935111675665,2009,Ontario,322
ABITIBI-CONSOLIDATED DU CANADA DIVISION ALMA,"Abitibi-Consolidated Du Canada, Division Alma",2004,Quebec,322,0,102796.715,116.9306804938428,11.540518404129704,10567164614.791224,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,0,,2004,Quebec,322
ABITIBI-CONSOLIDATED DU CANADA DIVISION ALMA,"Abitibi-Consolidated Du Canada, Division Alma",2005,Quebec,322,0,112371.141,86.28792851016466,11.629571329848499,12627273329.641882,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,1,9.313941598231047,2005,Quebec,322
ABITIBI-CONSOLIDATED DU CANADA DIVISION ALMA,"Abitibi-Consolidated Du Canada, Division Alma",2006,Quebec,322,0,110070.228,74.34523164569637,11.608882962491952,12115455091.971985,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,2,-2.047601349887518,2006,Quebec,322
ABITIBI-CONSOLIDATED DU CANADA DIVISION ALMA,"Abitibi-Consolidated Du Canada, Division Alma",2007,Quebec,322,0,100659.422,77.78348538582449,11.519507972652182,10132319237.374084,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,1,3,-8.549819666040847,2007,Quebec,322
ACCEL CANADA HOLDINGS LIMITED,Accel Canada Holdings Limited,2017,Alberta,211,0,53782.7445,460.1846422283202,10.892726553654175,2892583605.9522805,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,2,0,,2017,Alberta,211
ACCEL CANADA HOLDINGS LIMITED,Accel Canada Holdings Limited,2018,Alberta,211,0,34475.518,439.76730171235096,10.448033733599306,1188561341.3683238,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,2,1,-35.898551997471984,2018,Alberta,211
ACCEL CANADA HOLDINGS LIMITED,Accel Canada Holdings Limited,2019,Alberta,211,0,29504.386,425.9442719554454,10.292328101934078,870508793.2369959,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,18.61764705882353,8418.133743429338,2,2,-14.419310537988139,2019,Alberta,211
ACCEL CANADA HOLDINGS LIMITED,Accel Canada Holdings Limited,2020,Alberta,211,0,32981.964,597.7535620531721,10.403746464725376,1087809949.297296,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,27.72262773722628,12535.03126758821,2,3,11.786647585209886,2020,Alberta,211
ACCEL ENERGY CANADA LIMITED,Accel Energy Canada Limited,2017,Alberta,211,0,103872.3194,460.18464222832006,11.550927352965495,10789458737.535614,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,3,0,,2017,Alberta,211
ACCEL ENERGY CANADA LIMITED,Accel Energy Canada Limited,2018,Alberta,211,0,94680.272,439.76730171235096,11.458271498265178,8964353905.993984,0,0.0,0.0,0.0,0.0,0,0.0,0,No,0,0.0,0.0,3,1,-8.849371471722423,2018,Alberta,211
